1	1	1
2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
7	1	1
8	1	1
9	1	3
10	1	3
11	1	3
12	1	3
13	1	3
14	1	3
15	1	3
16	1	3
17	1	3
18	1	3
20	1	3
21	1	3
22	1	3
23	1	3
19	2	2
25	2	2
26	2	2
27	2	2
24	1	2
30	1	2
28	2	2
32	2	2
33	2	2
34	2	2
35	2	2
36	2	3
37	2	3
38	2	3
39	2	1
40	2	1
41	2	3
42	2	3
43	2	2
29	3	2
45	3	2
31	1	2
47	1	2
48	1	1
44	2	1
50	2	1
49	1	1
52	1	3
51	2	3
54	2	3
53	1	1
56	1	1
55	2	2
58	2	2
57	1	3
60	1	3
59	2	1
62	2	1
61	1	2
64	1	2
63	2	3
66	2	3
65	1	1
68	1	1
67	2	2
70	2	2
69	1	3
72	1	3
46	3	1
74	3	1
73	1	2
76	1	2
75	3	3
78	3	3
71	2	1
80	2	1
77	1	2
82	1	2
81	2	3
84	2	3
83	1	1
86	1	1
85	2	2
88	2	2
79	3	3
90	3	3
87	1	1
92	1	1
89	2	2
94	2	2
93	1	1
96	1	1
91	3	3
98	3	3
97	1	2
100	1	2
95	2	1
102	2	1
103	2	3
104	2	3
105	2	1
106	2	1
107	2	2
108	2	2
99	3	3
110	3	3
101	1	2
112	1	2
111	3	3
114	3	3
113	1	1
116	1	1
109	2	3
118	2	3
115	3	1
120	3	1
119	2	2
122	2	2
117	1	3
121	3	3
125	3	1
123	2	1
127	2	2
124	1	2
129	1	3
126	3	3
131	3	1
128	2	1
133	2	2
132	3	2
135	3	3
134	2	3
137	2	1
130	1	1
139	1	2
136	3	2
141	3	1
138	2	1
143	2	3
140	1	3
145	1	1
144	2	1
147	2	2
142	3	2
149	3	3
146	1	3
151	1	1
148	2	1
153	2	3
152	1	3
155	1	2
150	3	2
157	3	3
154	2	3
159	2	3
156	1	2
161	1	2
158	3	3
163	3	3
162	1	1
165	1	1
160	2	3
167	2	3
164	3	1
169	3	1
166	1	2
171	1	2
170	3	3
173	3	3
168	2	3
175	2	1
172	1	1
177	1	3
174	3	3
179	3	2
176	2	2
181	2	1
180	3	1
183	3	3
178	1	3
185	1	2
182	2	2
187	2	1
184	3	1
189	3	3
186	1	3
191	1	2
188	2	2
193	2	3
190	3	3
195	3	2
192	1	2
197	1	1
194	2	1
199	2	3
198	1	3
201	1	2
196	3	2
203	3	2
200	2	1
205	2	1
202	1	1
207	1	1
204	3	1
206	2	1
