1	1	1
2	1	2
3	1	2
4	1	2
5	1	2
6	1	2
7	1	1
8	1	1
9	1	1
11	1	1
13	1	1
10	2	1
15	2	1
12	3	1
17	3	1
16	2	1
19	2	1
14	1	1
21	1	1
22	1	1
20	2	1
24	2	1
18	3	1
26	3	1
27	3	1
28	3	1
29	3	1
30	3	2
31	3	2
32	3	2
33	3	2
34	3	2
35	3	2
36	3	2
37	3	2
38	3	2
39	3	2
40	3	2
41	3	2
42	3	2
25	2	2
44	2	2
23	1	2
46	1	2
43	3	2
48	3	2
45	2	2
50	2	2
51	2	2
52	2	2
53	2	2
49	3	2
55	3	2
56	3	2
57	3	2
58	3	2
59	3	2
60	3	2
61	3	2
47	1	2
63	1	2
62	3	2
65	3	2
54	2	2
67	2	2
68	2	2
66	3	2
70	3	2
64	1	2
72	1	2
73	1	2
74	1	2
69	2	2
76	2	2
77	2	2
78	2	2
71	3	2
80	3	2
75	1	1
82	1	1
83	1	1
79	2	1
85	2	1
81	3	1
87	3	1
88	3	1
89	3	1
86	2	1
91	2	1
92	2	1
93	2	1
94	2	1
84	1	1
96	1	1
90	3	1
98	3	1
95	2	1
100	2	1
99	3	1
97	1	1
