1	1	1
2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
9	1	1
7	2	1
8	3	1
12	3	1
13	3	1
14	3	1
15	3	1
16	3	1
17	3	1
18	3	1
11	2	1
20	2	1
21	2	1
10	1	1
23	1	1
24	1	1
22	2	1
26	2	1
19	3	1
28	3	1
25	1	1
30	1	1
29	3	1
32	3	1
27	2	1
34	2	1
33	3	1
36	3	1
37	3	1
35	2	1
39	2	1
31	1	1
41	1	1
38	3	1
43	3	1
42	1	1
45	1	1
46	1	1
47	1	1
48	1	1
44	3	1
50	3	1
40	2	1
52	2	1
49	1	1
54	1	1
51	3	1
56	3	1
57	3	1
53	2	1
59	2	1
55	1	1
61	1	1
62	1	1
63	1	1
58	3	1
65	3	1
66	3	1
64	1	1
68	1	1
60	2	1
70	2	1
67	3	1
72	3	1
73	3	1
69	1	1
75	1	1
71	2	1
74	3	1
