1	1	1
2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
8	1	1
9	1	1
10	1	1
11	1	1
7	2	1
14	2	1
12	1	1
16	1	1
13	3	1
18	3	1
19	3	1
20	3	1
21	3	1
22	3	1
23	3	1
24	3	1
25	3	1
26	3	1
27	3	1
28	3	1
29	3	1
30	3	1
31	3	1
32	3	1
33	3	1
15	2	1
35	2	1
36	2	1
37	2	1
38	2	1
39	2	1
40	2	1
41	2	1
42	2	1
43	2	1
44	2	1
45	2	1
46	2	1
17	1	1
48	1	1
34	3	1
50	3	1
47	2	1
52	2	1
49	1	1
54	1	1
55	1	1
56	1	1
57	1	1
58	1	1
59	1	1
60	1	1
53	2	1
62	2	1
51	3	1
64	3	1
61	1	1
66	1	1
63	2	1
68	2	1
69	2	1
65	3	1
71	3	1
67	1	1
73	1	1
72	3	1
75	3	1
70	2	1
74	1	1
