1	1	1
2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
7	2	1
8	2	1
9	2	1
10	2	1
11	1	1
12	3	1
13	3	1
14	2	1
15	1	1
16	3	1
17	3	1
18	3	3
19	2	3
20	2	3
21	3	3
22	3	3
23	1	3
24	1	3
25	3	3
26	3	3
27	1	3
28	1	3
29	3	3
30	3	3
31	2	3
32	2	3
33	2	3
34	2	3
35	1	3
36	1	3
37	1	2
38	2	2
39	2	2
40	3	2
41	3	2
42	1	2
43	1	2
44	1	3
45	1	2
46	1	2
47	2	2
48	2	2
49	2	1
50	2	1
51	2	1
52	1	1
53	1	1
54	1	3
55	1	3
56	3	3
57	2	3
58	2	3
59	2	1
60	2	1
61	2	1
62	2	1
63	3	1
64	3	1
65	3	1
66	3	2
67	2	2
68	2	2
69	2	1
70	2	1
71	2	3
72	2	3
73	2	1
74	3	1
75	3	2
76	1	2
77	1	3
78	2	3
79	2	1
80	3	1
81	3	3
82	1	3
83	1	2
84	3	2
85	3	3
86	2	3
87	2	1
88	3	1
89	3	2
90	1	2
91	1	3
92	2	3
93	2	2
94	3	2
95	3	3
96	1	3
97	1	1
98	2	1
99	2	3
100	3	3
101	3	1
102	1	1
103	1	2
104	2	2
105	2	3
106	3	3
107	3	1
108	1	1
109	1	2
110	2	2
111	2	2
112	3	2
113	3	3
114	1	3
115	1	1
116	3	1
117	3	2
118	2	2
119	2	1
120	3	1
121	3	3
122	2	3
123	2	1
124	1	1
125	1	3
126	3	3
127	3	1
128	2	1
129	2	3
130	3	3
131	3	2
132	2	2
133	2	1
134	3	1
135	3	3
136	1	3
137	2	3
138	2	3
139	3	1
140	3	1
141	3	1
142	2	1
143	2	1
144	3	2
145	3	2
146	2	3
147	2	3
148	1	2
149	1	2
150	3	1
151	3	1
152	2	2
153	2	2
154	1	1
155	1	1
156	3	3
157	3	3
158	2	2
159	2	2
160	1	1
161	1	1
162	3	3
163	3	3
164	2	2
165	2	2
166	1	1
167	1	1
168	1	3
169	1	3
170	1	1
171	3	1
172	3	2
173	2	2
174	2	3
175	1	3
176	1	1
177	3	1
178	3	2
179	2	2
180	2	3
181	1	3
182	1	1
183	3	1
184	3	2
185	2	2
186	2	3
187	1	3
188	1	1
189	3	1
190	3	2
191	2	2
192	2	3
193	1	3
194	1	1
195	3	1
196	3	3
197	2	3
198	2	2
199	1	2
200	1	1
201	3	1
202	3	3
203	2	3
204	2	2
205	1	2
206	1	2
207	3	2
