1	1	1
2	1	1
3	1	1
4	1	1
5	1	1
6	1	2
7	1	2
8	1	2
9	1	2
10	1	2
11	1	2
12	1	2
13	1	2
15	1	2
16	1	2
17	1	2
18	1	1
19	1	1
14	2	1
22	2	1
20	1	1
24	1	1
25	1	1
21	3	1
27	3	1
23	2	1
29	2	1
30	2	1
31	2	1
28	3	1
33	3	1
26	1	1
35	1	1
32	2	1
37	2	1
34	3	1
39	3	1
40	3	1
41	3	2
38	2	2
43	2	2
36	1	2
45	1	2
42	3	2
47	3	2
46	1	2
49	1	2
50	1	2
51	1	2
52	1	2
53	1	2
54	1	2
48	3	2
56	3	2
44	2	2
58	2	2
55	1	2
60	1	2
61	1	2
62	1	2
63	1	1
57	3	1
65	3	1
59	2	1
67	2	1
66	3	1
69	3	1
70	3	1
71	3	1
72	3	1
73	3	1
74	3	1
75	3	1
76	3	1
68	2	1
78	2	1
64	1	1
80	1	1
81	1	1
82	1	1
77	3	1
84	3	1
85	3	1
79	2	1
87	2	1
83	1	1
89	1	1
86	3	1
91	3	1
92	3	1
90	1	1
94	1	1
88	2	2
93	3	2
95	1	2
