1	1	1
2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
7	1	1
8	1	1
9	1	1
10	1	1
11	1	1
15	1	1
12	2	1
17	2	1
14	4	2
19	4	2
20	4	2
16	1	3
22	1	3
23	1	2
24	1	1
13	3	1
26	3	2
27	3	2
28	3	2
29	3	2
30	3	2
31	3	1
32	3	1
33	3	1
34	3	1
35	3	1
18	2	1
37	2	1
25	1	2
39	1	2
21	4	3
41	4	3
38	2	1
43	2	1
40	1	2
45	1	2
42	4	3
47	4	1
44	2	1
49	2	2
46	1	2
48	4	2
52	4	2
53	4	2
50	2	2
55	2	2
56	2	2
57	2	2
58	2	2
59	2	2
60	2	2
54	4	1
36	3	1
63	3	1
61	2	3
65	2	3
66	2	2
67	2	2
51	1	1
69	1	1
62	4	2
71	4	2
68	2	3
73	2	3
64	3	3
75	3	3
72	4	2
77	4	2
74	2	1
79	2	1
80	2	2
81	2	2
82	2	3
83	2	3
78	4	1
85	4	1
86	4	2
76	3	2
88	3	2
70	1	3
90	1	3
87	4	3
92	4	3
89	3	3
94	3	2
91	1	2
84	2	2
97	2	1
93	4	1
99	4	3
96	1	3
101	1	2
98	2	2
103	2	1
100	4	1
105	4	3
95	3	3
107	3	2
102	1	2
109	1	1
106	4	1
111	4	3
108	3	3
113	3	2
110	1	2
115	1	1
112	4	1
117	4	2
114	3	2
119	3	1
116	1	1
121	1	2
118	4	2
123	4	1
104	2	1
125	2	3
120	3	3
127	3	1
122	1	1
129	1	2
126	2	2
131	2	1
128	3	1
133	3	2
130	1	2
135	1	1
132	2	1
137	2	3
134	3	3
139	3	2
136	1	2
141	1	1
138	2	1
143	2	2
124	4	2
145	4	2
146	4	2
147	4	2
148	4	2
149	4	2
150	4	2
151	4	2
152	4	1
153	4	1
154	4	3
142	1	3
156	1	2
140	3	2
158	3	3
144	2	3
160	2	1
157	1	1
162	1	2
159	3	2
164	3	3
165	3	3
155	4	1
167	4	1
161	2	2
169	2	2
163	1	3
171	1	3
168	4	1
173	4	1
170	2	2
175	2	2
172	1	3
177	1	3
178	1	3
166	3	2
180	3	2
174	4	1
182	4	1
176	2	3
184	2	3
185	2	1
181	3	1
187	3	1
186	2	3
189	2	3
190	2	2
179	1	2
192	1	1
183	4	1
194	4	3
188	3	3
196	3	3
193	1	1
198	1	1
195	4	2
200	4	2
197	3	3
202	3	3
199	1	1
204	1	1
201	4	2
206	4	2
203	3	3
208	3	3
205	1	1
210	1	1
207	4	2
212	4	2
209	3	3
214	3	3
211	1	1
216	1	1
213	4	2
218	4	2
215	3	3
220	3	3
217	1	1
222	1	1
219	4	2
224	4	2
221	3	3
226	3	3
223	1	1
228	1	1
225	4	2
230	4	2
227	3	3
232	3	3
229	1	1
234	1	1
231	4	2
236	4	2
233	3	3
235	1	3
191	2	1
