1	1	1
2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
7	1	1
8	1	1
9	1	1
10	1	1
11	2	1
14	2	1
15	2	1
12	3	1
17	3	1
18	3	1
19	3	1
20	3	2
16	2	2
22	2	1
13	1	1
24	1	3
21	3	3
26	3	1
25	1	1
28	1	3
29	1	3
30	1	3
31	1	3
32	1	1
33	1	1
34	1	2
35	1	2
36	1	3
27	3	3
38	3	3
39	3	3
37	1	3
40	3	3
42	3	2
43	3	2
44	3	2
45	3	2
46	3	2
47	3	2
48	3	2
49	3	2
50	3	2
41	1	2
52	1	2
53	1	2
54	1	2
23	2	3
56	2	3
51	3	3
58	3	3
55	1	1
60	1	1
57	2	2
62	2	2
59	3	1
64	3	1
61	1	3
66	1	3
63	2	2
68	2	2
67	1	1
70	1	1
65	3	3
72	3	3
69	2	1
74	2	1
71	1	2
76	1	2
73	3	3
78	3	3
77	1	1
80	1	1
75	2	2
82	2	2
79	3	3
84	3	3
81	1	1
86	1	1
83	2	2
88	2	2
85	3	3
90	3	3
87	1	1
89	2	1
93	2	1
91	3	3
95	3	3
92	1	2
97	1	2
94	2	3
99	2	3
96	3	1
101	3	1
100	2	2
103	2	2
102	3	3
105	3	3
98	1	2
107	1	2
104	2	1
109	2	1
106	3	3
111	3	3
110	2	2
113	2	2
108	1	2
115	1	2
112	3	1
117	3	1
118	3	1
119	3	1
120	3	2
121	3	2
122	3	3
123	3	3
116	1	2
125	1	2
114	2	1
127	2	1
124	3	2
129	3	2
126	1	2
131	1	2
130	3	3
133	3	3
132	1	1
135	1	1
128	2	2
134	3	2
138	3	3
136	1	3
140	1	1
137	2	1
142	2	3
139	3	3
144	3	2
141	1	2
146	1	1
143	2	1
148	2	3
149	2	3
147	1	2
151	1	2
145	3	1
153	3	1
150	2	3
155	2	3
152	1	2
157	1	2
154	3	1
159	3	1
156	2	1
161	2	1
158	1	1
163	1	1
164	1	3
162	2	3
166	2	2
165	1	2
168	1	1
160	3	1
170	3	3
167	2	3
172	2	1
169	1	1
174	1	2
175	1	2
176	1	3
177	1	3
178	1	1
179	1	1
180	1	2
181	1	2
182	1	3
183	1	3
184	1	2
171	3	2
186	3	3
173	2	3
188	2	1
187	3	1
190	3	2
185	1	2
192	1	3
189	2	3
194	2	1
191	3	1
196	3	2
195	2	2
198	2	3
193	1	3
200	1	1
197	3	1
202	3	2
199	2	2
204	2	2
201	1	2
206	1	2
203	3	3
205	2	3
207	1	1
